,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
638,JAFAR,"  A snake, am I?  Perhaps you'd like to see how
        snake-like I can be!  (He smiles broadly, and we
        see a snake's tongue come out from behind his
        teeth.  He then turns into a giant cobra, and the
        ring of fire around ALADDIN becomes part of the
        snake encircling ALADDIN.  The snake JAFAR makes
        moves on ALADDIN, and on the third try, ALADDIN
        swings the sword and hits JAFAR.  Cut to GENIE
        cheerleaders wearing 'A' sweaters.)

",2439,"(He smiles broadly, and we
        see a snake's tongue come out from behind his
        teeth.  He then turns into a giant cobra, and the
        ring of fire around ALADDIN becomes part of the
        snake encircling ALADDIN.  The snake JAFAR makes
        moves on ALADDIN, and on the third try, ALADDIN
        swings the sword and hits JAFAR.  Cut to GENIE
        cheerleaders wearing 'A' sweaters.)","  A snake, am I?  Perhaps you'd like to see how
        snake-like I can be!  (He smiles broadly, and we
        see a snake's tongue come out from behind his
        teeth.  He then turns into a giant cobra, and the
        ring of fire around ALADDIN becomes part of the
        snake encircling ALADDIN.  The snake JAFAR makes
        moves on ALADDIN, and on the third try, ALADDIN
        swings the sword and hits JAFAR.  Cut to GENIE
        cheerleaders wearing 'A' sweaters.)

",snake perhap like see snake like smile broadli see snake tongu come behind teeth turn giant cobra ring fire around aladdin becom part snake encircl aladdin snake jafar make move aladdin third tri aladdin swing sword hit jafar cut geni cheerlead wear sweater,smile broadli see snake tongu come behind teeth turn giant cobra ring fire around aladdin becom part snake encircl aladdin snake jafar make move aladdin third tri aladdin swing sword hit jafar cut geni cheerlead wear sweater
639,GENIE,"  Rickem, rockem, rackem, rake--stick that sword into
        that snake!
",2449,,"  Rickem, rockem, rackem, rake--stick that sword into         that snake! ",rickem rockem rackem rake stick sword snake,
640,JAFAR,"  You stay out of thissss!

(GENIE waving a tiny pennant with a 'J' on it.)

",2451,(GENIE waving a tiny pennant with a 'J' on it.),"  You stay out of thissss!

 

",stay thissss geni wave tini pennant j,geni wave tini pennant j
641,GENIE,"  (Weakly) Jafar, Jafar, he's our man--if he can't do it,
        GREAT!

(ALADDIN uses the distraction to make a break for the hourglass where
    JASMINE is trapped.  However, JAFAR sees this and blocks the path.
     ALADDIN is thrown away, and he loses his sword.)

",2455,(Weakly),"    Jafar, Jafar, he's our man--if he can't do it,
        GREAT!

(ALADDIN uses the distraction to make a break for the hourglass where
    JASMINE is trapped.  However, JAFAR sees this and blocks the path.
     ALADDIN is thrown away, and he loses his sword.)

",weakli jafar jafar man great aladdin use distract make break hourglass jasmin trap howev jafar see block path aladdin thrown away lose sword,weakli
642,JASMINE,"    Aladdin!

(ALADDIN jumps on a large gem and slides across the floor, grabbing
    the sword on his way.  He turns a corner, but the pursuing snake
    cannot, and the front half of JAFAR crashes through a wall and
    hangs outside the palace.  ALADDIN jumps up on the snake's back
     and stabs it.  JAFAR screams in agony.  ALADDIN again tries to
     free the princess.)

",2462,"(ALADDIN jumps on a large gem and slides across the floor, grabbing
    the sword on his way.  He turns a corner, but the pursuing snake
    cannot, and the front half of JAFAR crashes through a wall and
    hangs outside the palace.  ALADDIN jumps up on the snake's back
     and stabs it.  JAFAR screams in agony.  ALADDIN again tries to
     free the princess.)","    Aladdin!

(ALADDIN jumps on a large gem and slides across the floor, grabbing
    the sword on his way.  He turns a corner, but the pursuing snake
    cannot, and the front half of JAFAR crashes through a wall and
    hangs outside the palace.  ALADDIN jumps up on the snake's back
     and stabs it.  JAFAR screams in agony.  ALADDIN again tries to
     free the princess.)

",aladdin aladdin jump larg gem slide across floor grab sword way turn corner pursu snake cannot front half jafar crash wall hang outsid palac aladdin jump snake back stab jafar scream agoni aladdin tri free princess,aladdin jump larg gem slide across floor grab sword way turn corner pursu snake cannot front half jafar crash wall hang outsid palac aladdin jump snake back stab jafar scream agoni aladdin tri free princess
643,ALADDIN,"    Hang on, Jasmine!

(He is about to hit the glass with his sword when JAFAR grabs him.)

",2471,(He is about to hit the glass with his sword when JAFAR grabs him.),"    Hang on, Jasmine!

 

",hang jasmin hit glass sword jafar grab,hit glass sword jafar grab
644,JAFAR,"  (laughs hideously)  You little fool!  You thought
        you could defeat the most powerful being on earth!
",2475,(laughs hideously),"     You little fool!  You thought
        you could defeat the most powerful being on earth!
",laugh hideous littl fool thought could defeat power earth,laugh hideous
645,IAGO,"       (with GENIE coming up behind him) Squeeze him,
        Jafar--Squeeze him like a--awk! (GENIE elbows him
        out of the way)
",2477,(with GENIE coming up behind him),"         Squeeze him,
        Jafar--Squeeze him like a--awk! (GENIE elbows him
        out of the way)
",geni come behind squeez jafar squeez like awk geni elbow way,geni come behind
646,JAFAR,"  Without the genie, boy, you're nothing!
",2480,,"  Without the genie, boy, you're nothing! ",without geni boy noth,
647,ALADDIN,"    (Has an idea)  The genie!  The genie!  The genie
        has more power than you'll ever have!
",2481,(Has an idea),"       The genie!  The genie!  The genie
        has more power than you'll ever have!
",idea geni geni geni power ever,idea
648,JAFAR,"  What!!
",2483,,  What!! ,,
649,ALADDIN,"    He gave you your power, he can take it away!
",2484,,"    He gave you your power, he can take it away! ",gave power take away,
650,GENIE,"  Al, what are you doing?  Why are you bringing me
        into this?
",2485,,"  Al, what are you doing?  Why are you bringing me         into this? ",al bring,
651,ALADDIN,"    Face it, Jafar--you're still just second best!
",2487,,"    Face it, Jafar--you're still just second best! ",face jafar still second best,
652,JAFAR,"  You're right!  His power does exceed my own!  But
        not for long!

(JAFAR circles around the GENIE.)

",2488,(JAFAR circles around the GENIE.),"  You're right!  His power does exceed my own!  But
        not for long!

 

",right power exceed not long jafar circl around geni,jafar circl around geni
653,GENIE,"  The boy is crazy.  He's a little punch drunk.  One
        too many hits with the snake  (His hand
        turns into a snake and he hits his head with it.)
",2493,"(His hand
        turns into a snake and he hits his head with it.)","  The boy is crazy.  He's a little punch drunk.  One
        too many hits with the snake  (His hand
        turns into a snake and he hits his head with it.)
",boy crazi littl punch drunk one mani hit snake hand turn snake hit head,hand turn snake hit head
654,JAFAR,"  Slave, I make my third wish!  I wish to be an all
        powerful genie!
",2496,,"  Slave, I make my third wish!  I wish to be an all         powerful genie! ",slave make third wish wish power geni,
655,GENIE,"  (Reluctantly) All right, your wish is my command.
        Way to go, Al.

(GENIE zaps JAFAR with the last GENIE (tm) brand lightning bolt.
    JAFAR's snake form dissipates and he turns into a genie.  We
     see JASMINE's raised hand disappear under the sand.  ALADDIN
    runs over and finally smashes the glass.  Sand and princess
     pour out.)

",2498,(Reluctantly),"    All right, your wish is my command.
        Way to go, Al.

(GENIE zaps JAFAR with the last GENIE (tm) brand lightning bolt.
    JAFAR's snake form dissipates and he turns into a genie.  We
     see JASMINE's raised hand disappear under the sand.  ALADDIN
    runs over and finally smashes the glass.  Sand and princess
     pour out.)

",reluctantli right wish command way go al geni zap jafar last geni tm brand lightn bolt jafar snake form dissip turn geni see jasmin rais hand disappear sand aladdin run final smash glass sand princess pour,reluctantli
656,JAFAR,"  Yes!  Yes!  The power! The absolute power!
",2507,,  Yes!  Yes!  The power! The absolute power! ,ye ye power absolut power,
657,JASMINE,"    (to ALADDIN) What have you done?
",2508,(to ALADDIN),"      What have you done?
",aladdin done,aladdin
658,ALADDIN,"    Trust me!

(A black lamp appears at JAFAR's base.  JAFAR is busy conjuring.)

",2509,(A black lamp appears at JAFAR's base.  JAFAR is busy conjuring.),"    Trust me!

 

",trust black lamp appear jafar base jafar busi conjur,black lamp appear jafar base jafar busi conjur
659,JAFAR,"  The universe is mine to command, to control!
",2513,,"  The universe is mine to command, to control! ",univers mine command control,
660,ALADDIN,"    Not so fast, Jafar!  Aren't you forgetting something?
    (JAFAR looks down questioningly) You wanted to be a genie, you
    got it!  And everything that goes with it!

(Shackles appear on JAFAR's wrists.)

",2514,(JAFAR looks down questioningly),"    Not so fast, Jafar!  Aren't you forgetting something?
      You wanted to be a genie, you
    got it!  And everything that goes with it!

(Shackles appear on JAFAR's wrists.)

",not fast jafar forget someth jafar look questioningli want geni got everyth goe shackl appear jafar wrist,jafar look questioningli
661,JAFAR,"  No!  No!
",2520,,  No!  No! ,,
662,IAGO,"       I'm gettin' out of here!  Come on, you're the
        genie, I don't want--

(IAGO tries to fly away, but is sucked in with JAFAR.)

",2521,"(IAGO tries to fly away, but is sucked in with JAFAR.)","       I'm gettin' out of here!  Come on, you're the
        genie, I don't want--

 

",gettin come geni want iago tri fli away suck jafar,iago tri fli away suck jafar
663,ALADDIN,"    Phenomenal cosmic powers!  Itty bitty living space.
",2526,,    Phenomenal cosmic powers!  Itty bitty living space. ,phenomen cosmic power itti bitti live space,
664,GENIE,"  Al, you little genius, you!

(ABU turns back to normal, the CARPET re-ravels, JASMINE, the SULTAN
    and RAJAH are standing together.  RAJAH jumps up into the arms of
     the SULTAN, then they are all transformed.  The SULTAN is crushed
     because of the weight of the new RAJAH.  The palace reappears
     where it used to be in the city.  ALADDIN is left holding the
    new lamp.)

",2527,"(ABU turns back to normal, the CARPET re-ravels, JASMINE, the SULTAN
    and RAJAH are standing together.  RAJAH jumps up into the arms of
     the SULTAN, then they are all transformed.  The SULTAN is crushed
     because of the weight of the new RAJAH.  The palace reappears
     where it used to be in the city.  ALADDIN is left holding the
    new lamp.)","  Al, you little genius, you!

(ABU turns back to normal, the CARPET re-ravels, JASMINE, the SULTAN
    and RAJAH are standing together.  RAJAH jumps up into the arms of
     the SULTAN, then they are all transformed.  The SULTAN is crushed
     because of the weight of the new RAJAH.  The palace reappears
     where it used to be in the city.  ALADDIN is left holding the
    new lamp.)

",al littl geniu abu turn back normal carpet ravel jasmin sultan rajah stand togeth rajah jump arm sultan transform sultan crush weight new rajah palac reappear use citi aladdin left hold new lamp,abu turn back normal carpet ravel jasmin sultan rajah stand togeth rajah jump arm sultan transform sultan crush weight new rajah palac reappear use citi aladdin left hold new lamp
665,JAFAR,"  (Both from inside the lamp.)  Get your blasted beak
        out of my face!
",2536,(Both from inside the lamp.),"     Get your blasted beak
        out of my face!
",insid lamp get blast beak face,insid lamp
666,IAGO,"       Oh, shut up, you moron!
",2538,,"       Oh, shut up, you moron! ",oh shut moron,
667,JAFAR,"  Don't tell me to shut up!
",2539,,  Don't tell me to shut up! ,tell shut,
668,GENIE,"  Allow me.  (He takes the lamp and goes to the
        balcony.  He is now wearing a baseball cap.  He
        winds up as if to throw the lamp, but opens his
        palm flat and flicks it out into the desert
        with his finger.) Ten- thousand years in a cave of
        wonders ought to chill him out!

(JAFAR and IAGO continue to argue as they fade out.  JASMINE walks
    over to ALADDIN.  They hold hands, but both look sad.)

",2540,"(He takes the lamp and goes to the
        balcony.  He is now wearing a baseball cap.  He
        winds up as if to throw the lamp, but opens his
        palm flat and flicks it out into the desert
        with his finger.)","  Allow me.  (He takes the lamp and goes to the
        balcony.  He is now wearing a baseball cap.  He
        winds up as if to throw the lamp, but opens his
        palm flat and flicks it out into the desert
        with his finger.) Ten- thousand years in a cave of
        wonders ought to chill him out!

(JAFAR and IAGO continue to argue as they fade out.  JASMINE walks
    over to ALADDIN.  They hold hands, but both look sad.)

",allow take lamp goe balconi wear basebal cap wind throw lamp open palm flat flick desert finger ten thousand year cave wonder ought chill jafar iago continu argu fade jasmin walk aladdin hold hand look sad,take lamp goe balconi wear basebal cap wind throw lamp open palm flat flick desert finger
