,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
645,MOB,"          Raise the flag, sing the song
              Here we come, we're fifty strong
              And fifty Frenchmen can't be wrong,
              Let's kill the beast!
(Cut to int of BEAST's lair, where MRS. POTTS is briefing him.)
",1642,"(Cut to int of BEAST's lair, where MRS. POTTS is briefing him.)","          Raise the flag, sing the song
              Here we come, we're fifty strong
              And fifty Frenchmen can't be wrong,
              Let's kill the beast!
 
",rais flag sing song come fifti strong fifti frenchmen wrong let kill beast cut int beast lair mr pott brief,cut int beast lair mr pott brief
646,MRS. POTTS,"   Pardon me, master.
",1647,,"   Pardon me, master. ",pardon master,
647,BEAST,"        Leave me in peace.
",1648,,        Leave me in peace. ,leav peac,
648,MRS. POTTS,"   But sir, the castle is under attack!
",1649,,"   But sir, the castle is under attack! ",sir castl attack,
649,MOB,"          Kill the beast, kill the beast!
(The OBJECTS have tried to block off the door, but it is being bashed in by the
MOB.)
",1650,"(The OBJECTS have tried to block off the door, but it is being bashed in by the
MOB.)","          Kill the beast, kill the beast!
(The OBJECTS have tried to block off the door, but it is being bashed in by the
MOB.)
",kill beast kill beast object tri block door bash mob,object tri block door bash mob
650,LUMIERE,"      This isn't working!
",1653,,      This isn't working! ,work,
651,FEATHERDUSTER,"
              Oh, Lumiere! We must do something!
",1654,,"               Oh, Lumiere! We must do something! ",oh lumier must someth,
652,LUMIERE,"      Wait!  I know!
",1656,,      Wait!  I know! ,wait know,
653,MOB,"          Kill the beast, kill the beast!
(Cut to BEAST's lair)
",1657,(Cut to BEAST's lair),"          Kill the beast, kill the beast!
 
",kill beast kill beast cut beast lair,cut beast lair
654,MRS. POTTS,"   What shall we do, master?
",1659,,"   What shall we do, master? ",shall master,
655,BEAST,"        (Still very sad) It doesn't matter now.  Just let them come.
",1660,(Still very sad),"          It doesn't matter now.  Just let them come.
",still sad matter let come,still sad
656,MOB,"          Kill the beast, kill the beast, kill the beast!!
(The MOB succeeds in breaking in, and finds a grand entrance filled with
assorted pieces of furniture, teacups, candlesticks, featherdusters and clocks.
They tiptoe in, and LEFOU unknowingly picks up LUMIERE. )
",1661,"(The MOB succeeds in breaking in, and finds a grand entrance filled with
assorted pieces of furniture, teacups, candlesticks, featherdusters and clocks.
They tiptoe in, and LEFOU unknowingly picks up LUMIERE. )","          Kill the beast, kill the beast, kill the beast!!
(The MOB succeeds in breaking in, and finds a grand entrance filled with
assorted pieces of furniture, teacups, candlesticks, featherdusters and clocks.
They tiptoe in, and LEFOU unknowingly picks up LUMIERE. )
",kill beast kill beast kill beast mob succe break find grand entranc fill assort piec furnitur teacup candlestick featherdust clock tipto lefou unknowingli pick lumier,mob succe break find grand entranc fill assort piec furnitur teacup candlestick featherdust clock tipto lefou unknowingli pick lumier
657,LUMIERE,"      Now!!!
(All the objects spring into life, attacking their human enemies.  Cut back to
BELLE's home, where CHIP has readied the invention.)
",1665,"(All the objects spring into life, attacking their human enemies.  Cut back to
BELLE's home, where CHIP has readied the invention.)","      Now!!!
(All the objects spring into life, attacking their human enemies.  Cut back to
BELLE's home, where CHIP has readied the invention.)
",object spring life attack human enemi cut back bell home chip readi invent,object spring life attack human enemi cut back bell home chip readi invent
658,CHIP,"         Yes!  Here we go!
(MAURICE looks out from the window and sees the advancing axe.)
",1668,(MAURICE looks out from the window and sees the advancing axe.),"         Yes!  Here we go!
 
",ye go mauric look window see advanc axe,mauric look window see advanc axe
659,MAURICE,"      What the devil?  Belle, look out!
(The invention crashes into the door, and a red cloud of smoke poofs out of the
basement.  BELLE and MAURICE emerge from the wreckage to find CHIP swinging on
a
loose spring.)
",1670,"(The invention crashes into the door, and a red cloud of smoke poofs out of the
basement.  BELLE and MAURICE emerge from the wreckage to find CHIP swinging on
a
loose spring.)","      What the devil?  Belle, look out!
(The invention crashes into the door, and a red cloud of smoke poofs out of the
basement.  BELLE and MAURICE emerge from the wreckage to find CHIP swinging on
a
loose spring.)
",devil bell look invent crash door red cloud smoke poof basement bell mauric emerg wreckag find chip swing loos spring,invent crash door red cloud smoke poof basement bell mauric emerg wreckag find chip swing loos spring
660,CHIP,"         You guys gotta try this thing.
(Cut back to the castle where the attack continues.  Meanwhile, GASTON has
broken off from the mob, and is searching out BEAST.  BELLE, MAURICE, PHILLIPE
and CHIP are making their way to the castle. Finally, the invaders are chased
out and the objects celebrate their victory.)
",1675,"(Cut back to the castle where the attack continues.  Meanwhile, GASTON has
broken off from the mob, and is searching out BEAST.  BELLE, MAURICE, PHILLIPE
and CHIP are making their way to the castle. Finally, the invaders are chased
out and the objects celebrate their victory.)","         You guys gotta try this thing.
(Cut back to the castle where the attack continues.  Meanwhile, GASTON has
broken off from the mob, and is searching out BEAST.  BELLE, MAURICE, PHILLIPE
and CHIP are making their way to the castle. Finally, the invaders are chased
out and the objects celebrate their victory.)
",guy gotta tri thing cut back castl attack continu meanwhil gaston broken mob search beast bell mauric phillip chip make way castl final invad chase object celebr victori,cut back castl attack continu meanwhil gaston broken mob search beast bell mauric phillip chip make way castl final invad chase object celebr victori
661,COGSWORTH,"    And stay out!
(LUMIERE pulls over COGSWORTH and kisses him once on each cheek.  COGSWORTH
shakes it off. Cut to GASTON, who finds BEAST's lair.  He raises his crossbow
and takes aim.  BEAST looks up at him, then looks back down in sadness again.
GASTON releases the arrow and it strikes BEAST in the shoulder.  He screams in
pain and stands.  GASTON rushes him and they fly out the window onto the
balcony, where it has begun to rain.)
",1680,"(LUMIERE pulls over COGSWORTH and kisses him once on each cheek.  COGSWORTH
shakes it off. Cut to GASTON, who finds BEAST's lair.  He raises his crossbow
and takes aim.  BEAST looks up at him, then looks back down in sadness again.
GASTON releases the arrow and it strikes BEAST in the shoulder.  He screams in
pain and stands.  GASTON rushes him and they fly out the window onto the
balcony, where it has begun to rain.)","    And stay out!
(LUMIERE pulls over COGSWORTH and kisses him once on each cheek.  COGSWORTH
shakes it off. Cut to GASTON, who finds BEAST's lair.  He raises his crossbow
and takes aim.  BEAST looks up at him, then looks back down in sadness again.
GASTON releases the arrow and it strikes BEAST in the shoulder.  He screams in
pain and stands.  GASTON rushes him and they fly out the window onto the
balcony, where it has begun to rain.)
",stay lumier pull cogsworth kiss cheek cogsworth shake cut gaston find beast lair rais crossbow take aim beast look look back sad gaston releas arrow strike beast shoulder scream pain stand gaston rush fli window onto balconi begun rain,lumier pull cogsworth kiss cheek cogsworth shake cut gaston find beast lair rais crossbow take aim beast look look back sad gaston releas arrow strike beast shoulder scream pain stand gaston rush fli window onto balconi begun rain
662,GASTON,"       Ha ha ha ha ha!
(GASTON corners BEAST on the edge of the roof.  BEAST simply sits there in
despair.)
",1687,"(GASTON corners BEAST on the edge of the roof.  BEAST simply sits there in
despair.)","       Ha ha ha ha ha!
(GASTON corners BEAST on the edge of the roof.  BEAST simply sits there in
despair.)
",ha ha ha ha ha gaston corner beast edg roof beast simpli sit despair,gaston corner beast edg roof beast simpli sit despair
663,GASTON,"       Get up! Get up!  What's the matter, Beast?  Too kind and gentle
to
              fight back?
(BEAST looks down ignoring him. GASTON walks into the foreground and breaks off
a piece of the roof.  He is about to smash it on BEAST's head when BELLE's
voice
drifts up.  She is on the bridge and is yelling to GASTON, telling him to
stop.)
",1690,"(BEAST looks down ignoring him. GASTON walks into the foreground and breaks off
a piece of the roof.  He is about to smash it on BEAST's head when BELLE's
voice
drifts up.  She is on the bridge and is yelling to GASTON, telling him to
stop.)","       Get up! Get up!  What's the matter, Beast?  Too kind and gentle
to
              fight back?
(BEAST looks down ignoring him. GASTON walks into the foreground and breaks off
a piece of the roof.  He is about to smash it on BEAST's head when BELLE's
voice
drifts up.  She is on the bridge and is yelling to GASTON, telling him to
stop.)
",get get matter beast kind gentl fight back beast look ignor gaston walk foreground break piec roof smash beast head bell voic drift bridg yell gaston tell stop,beast look ignor gaston walk foreground break piec roof smash beast head bell voic drift bridg yell gaston tell stop
